Date,PE,BEstEPS,SPX,,
2015/3/31,18.3742,118.1716,2067.8899,,
2015/4/30,18.5696,117.7152,2085.51,,
2015/5/29,18.7316,118.2227,2107.3899,,
2015/6/30,18.4451,117.8551,2063.1101,,
2015/7/31,18.7761,118.4459,2103.8401,,
2015/8/31,17.577,118.1294,1972.1801,,
2015/9/30,17.3129,117.5745,1920.03,,
2015/10/30,18.6972,118.1386,2079.3601,,
2015/11/30,18.6862,117.9589,2080.4099,,
2015/12/31,18.7762,117.5322,2043.9399,,
2016/1/29,17.8236,120.6616,1940.24,,
2016/2/29,17.7891,119.1029,1932.23,,
2016/3/31,19.4471,117.9396,2059.74,,
2016/4/29,19.4461,117.2902,2065.3,,
2016/5/31,19.7158,117.5262,2096.96,,
2016/6/30,19.8503,117.4061,2098.8601,,
2016/7/29,20.4964,117.8498,2173.6001,,
2016/8/31,20.4541,117.6173,2170.95,,
2016/9/30,20.3996,116.9597,2168.27,,
2016/10/31,19.9603,118.7383,2126.1499,,
2016/11/30,20.6181,118.9869,2198.8101,,
2016/12/30,20.4975,118.5063,2238.8301,,
2017/1/31,20.8226,129.8641,2278.8701,,
2017/2/28,21.5683,129.4303,2363.6399,,
2017/3/31,20.9259,129.0351,2362.72,,
2017/4/28,21.0287,129.6234,2384.2,,
2017/5/31,21.246,129.945,2411.8,,
2017/6/30,20.938,129.9359,2423.4099,,
2017/7/31,21.2181,130.5517,2470.3,,
2017/8/31,21.1768,130.8436,2471.6499,,
2017/9/29,21.2805,130.7334,2519.3601,,
2017/10/31,21.7088,133.0071,2575.26,,
2017/11/30,22.2483,133.764,2647.5801,,
2017/12/29,21.2859,134.0039,2673.6101,,
2018/1/31,22.4255,154.3344,2823.8101,,
2018/2/28,21.4741,156.3798,2713.8301,,
2018/3/30,19.9132,155.9854,2640.8701,,
2018/4/30,19.8706,157.8777,2648.05,,
2018/5/31,20.171,158.9991,2705.27,,
2018/6/29,19.4518,159.6473,2718.3701,,
2018/7/31,20.0982,161.1655,2816.29,,
2018/8/31,20.6266,161.7034,2901.52,,
2018/9/28,19.6154,161.5735,2913.98,,
2018/10/31,18.2567,163.8933,2711.74,,
2018/11/30,18.5262,163.6094,2760.1699,,
2018/12/31,16.6459,162.4283,2506.8501,,
2019/1/31,17.9882,168.2511,2704.1001,,
2019/2/28,18.5303,167.0103,2784.49,,
2019/3/29,18.7252,166.1688,2834.3999,,
2019/4/30,19.4464,166.4757,2945.8301,,
2019/5/31,18.1981,166.7429,2752.0601,,
2019/6/28,19.3394,166.0661,2941.76,,
2019/7/31,19.5857,166.0714,2980.3799,,
2019/8/30,19.2791,165.7406,2926.46,,
2019/9/30,19.7614,164.3422,2976.74,,
2019/10/31,20.1761,164.6274,3037.5601,,
2019/11/29,20.8683,163.9946,3140.98,,
2019/12/31,21.2182,163.7514,3230.78,,
2020/1/31,21.1648,174.7994,3225.52,,
2020/2/28,19.4149,172.6583,2954.22,,
2020/3/31,18.0061,150.8494,2584.5901,,
2020/4/30,20.3015,129.3582,2912.4299,,
2020/5/29,21.4054,125.2887,3044.3101,,
2020/6/30,24.2029,124.7584,3100.29,,
2020/7/31,25.4711,129.2176,3271.1201,,
2020/8/31,27.2803,130.983,3500.3101,,
2020/9/30,26.8587,131.3661,3363,,
2020/10/30,26.0139,137.7677,3269.96,,
2020/11/30,28.723,139.8446,3621.6299,,
2020/12/31,30.6699,139.0756,3756.0701,,
2021/1/29,30.2976,168.0624,3714.24,,
2021/2/26,30.9516,171.476,3811.1499,,
2021/3/31,28.6172,172.8012,3972.8899,,
2021/4/30,29.7369,183.4844,4181.1699,,
2021/5/31,29.4068,187.9129,4204.1099,,
2021/6/30,26.1481,189.5309,4297.5,,
2021/7/30,26.3038,199.171,4395.2598,,
2021/8/31,27.0281,202.3054,4522.6802,,
2021/9/30,23.8799,201.9497,4307.54,,
2021/10/29,25.2411,206.3436,4605.3799,,
2021/11/30,24.9837,209.5003,4567,,
2021/12/31,24.5827,209.9039,4766.1802,,
